,pubdate,author,title,label,Teksbersih
22,6/28/2022 22:57,ajul2707,@republikaonline Brp Pemerintah beri subsidi utk semua jenis BBM itu?. Lbh baik terbuka saja spy masyarakat diberi pengetahuan ttg besar subsidi tsb dan sekaligus juga utk melihat apakah modal produksi Pertamina sdh efisien? @KemenBUMN @KementerianESDM @pertamina,positif,brp perintah subsidi utk jenis bbm lbh buka spy masyarakat tahu ttg subsidi tsb utk modal produksi pertamina sdh efisien
23,6/28/2022 22:57,ClarissaDiana3,"Pertamina resmi luncurkan aplikasi MyPertamina guna atur masyarakat yang berhak menggunakan Pertalite dan Solar, untuk tahap awal akan dibuka pada 1 Juli 2022 hanya untuk pendaftaran bukan untuk pembatasan. https://t.co/0PnQuXHWxf",netral,pertamina resmi luncur aplikasi mypertamina atur masyarakat hak pertalite solar tahap buka juli daftar batas
24,6/28/2022 22:57,bintangcecillia,"MyPertamina yang merupakan inovasi dari Pertamina bertujuan mengatur pembelian BBM Subsidi yang akan diuji coba di 5 Provinsi yaitu Sumbar, Kalsel, Sulut, Jabar, DIY https://t.co/SKl1Zkm1nq",positif,mypertamina inovasi pertamina tuju atur beli bbm subsidi uji coba provinsi sumbar kalsel sulut jabar diy
25,6/28/2022 22:56,Adi_Interisti89,RT @Cahaya_CintaNda: Menteri BUMN @erickthohir menyiapkan maskapai penerbangan Pelita Air melayani penumpang milenial. Anak perusahaan pert…,netral,menteri bumn maskapai terbang pelita air layan tumpang milenial anak usaha pert
26,6/28/2022 22:56,andhy1234567890,@small_MOFO pertamina ini aneh.. lah wong gak semua pom bensin siap dgn keberadaan my pertamina,positif,pertamina aneh gak pom bensin dgn ada my pertamina
27,6/28/2022 22:56,AurelieKasih,"Stafsus Menteri BUMN, Arya Sinulingga dukung Pertamina salurkan BBM tepat sasaran lewat inovasi aplikasi yaitu MyPertamina https://t.co/YJF3WfGOeh",positif,stafsus menteri bumn arya sinulingga dukung pertamina salur bbm sasar inovasi aplikasi mypertamina
28,6/28/2022 22:56,WONGCIL07489621,@PatraNiagaRJBT My Pertamina Brigh gas Pertamak,netral,my pertamina brigh gas tamak
29,6/28/2022 22:56,Adhiesiegel1,@Boyzneboyzone @KRMTRoySuryo2 Habis downlod my pertamina trus mau beli pertalite hp nya dinyalain ga.....  G  O  B  L  O  G,netral,habis downlod my pertamina trus beli pertalite hp nya dinyalain ga
30,6/28/2022 22:56,geloraco,KSP Khawatir Kuota BBM Subsidi Tak Cukup Jika Kebijakan Pertamina Tidak Diterapkan https://t.co/rUEpWxFxvU,negatif,ksp khawatir kuota bbm subsidi bijak pertamina terap
31,6/28/2022 22:56,arunanununu,"Arya Sinulingga dukung Pertamina dengan adanya MyPertamina yang tujuan utamanya pajak rakyat dinikmati oleh orang yang berhak, hal ini tentunya bukan hal yang sulit lagi, karena sudah teruji dengan penggunaan PeduliLindungi https://t.co/9vnYeJAcKo",positif,arya sinulingga dukung pertamina mypertamina tuju utama pajak rakyat nikmat orang hak sulit uji guna pedulilindungi
32,6/28/2022 22:56,projonegoro51,"@SholikanD @GunRomli Ahok sdh bahagia dan sukses bro,  Komut Pertamina salarinya mampu buat mrintah lu nyemir sepatunya pake lidahlu..    Ni lho bang napi 😷 https://t.co/kea0xMrfOi",positif,ahok sdh bahagia sukses bro komut pertamina salar mrintah lu nyemir sepatu pake lidahlu ni lho bang napi
33,6/28/2022 22:56,Alifffaja,"Salah satu inovasi dari Pertamina yaitu MyPertamina, aplikasi ini bertujuan agar BBM subsidi dapat dinikmati oleh orang yang tepat. Arya Sinulingga setuju agar pajak rakyat jangan dipakai oleh orang yang tidak berhak https://t.co/cgpxby4TKr",positif,salah inovasi pertamina mypertamina aplikasi tuju bbm subsidi nikmat orang arya sinulingga tuju pajak rakyat pakai orang hak
34,6/28/2022 22:55,DMarginale,@prastow Saya https://t.co/WtFLM1bFoP pertamina untuk register member ngak bisa.,netral,pertamina register member ngak
35,6/28/2022 22:55,DesiRodiana,RT @necronominicons: Perkara ribut aplikasi pertamina ini tidak akan terjadi kalau negara kita menerapkan sistem kilafah dan lebih memilih…,negatif,perkara ribut aplikasi pertamina negara terap sistem kilafah pilih
36,6/28/2022 22:55,AgungBatara10,Sesuai dengan tujuan MyAplikasi yang di sampaikan oleh Arya Sinulingga yaitu agar BBM subsidi tepat sasaran. Arya Sinulingga juga dukung Pertamina melalui penggunaan MyPertamina untuk cegah pemilik kendaraan mewah konsumsi BBM subsidi https://t.co/Md23BShQKS,positif,sesuai tuju myaplikasi arya sinulingga bbm subsidi sasar arya sinulingga dukung pertamina guna mypertamina cegah milik kendara mewah konsumsi bbm subsidi
37,6/28/2022 22:55,Adi_Interisti89,RT @LoveToleransi: Menteri BUMN Erick Thohir menyiapkan maskapai penerbangan Pelita Air melayani penumpang milenial. Anak perusahaan Pertam…,netral,menteri bumn erick thohir maskapai terbang pelita air layan tumpang milenial anak usaha tam
38,6/28/2022 22:55,a_setiawan347,"@tukangngopihits @pertamina @erickthohir Lah gening.. Bogor oge sama euy, ada yg kayak gini",netral,gening bogor oge euy yg kayak gin
39,6/28/2022 22:55,amelcantik55,"Arya Sinulingga, stafsus Menteri BUMN ungkap aplikasi MyPertamina yang diusung oleh Pertamina bertujuan agar penerima BBM subsidi tepat sasaran sehingga pajak rakyat dipakai oleh orang yang berhak https://t.co/cIaStCthoK",positif,arya sinulingga stafsus menteri bumn aplikasi mypertamina usung pertamina tuju terima bbm subsidi sasar pajak rakyat pakai orang hak
40,6/28/2022 22:54,JustEatMegaMac,@GarisBalap @LambeResing @RF1_Racing Sejak kapan ya Pertamina kerjasama sama Brad Jones Racing di Supercars? Apa ini cuma sekali buat Indigenous Round kemarin? https://t.co/4YRNHBpie5,netral,ya pertamina kerjasama brad jones racing supercars indigenous round kemarin
41,6/28/2022 22:54,komikpinggiran,@sydesih @pertamina oh ada anti explosionnya ya?,netral,oh anti ya
42,6/28/2022 22:54,keventok,"Gua udah pernah uji coba bayar bensin pake My Pertamina &amp; Link Aja, so far enak untuk dipakai. Gaenak nya cuma satu dari pihak Pom Bensin nya suka gaada mesinnya dan atau mesinnya error. Udah sih itu aja",netral,gua udah uji coba bayar bensin pake my pertamina amp link aja so far enak pakai gaenak nya pom bensin nya suka gaada mesin mesin error udah sih aja
43,6/28/2022 22:54,BIGWINTODAYLUV,@sintner Hii aku juga mau daftar yg di pertamina,netral,hii daftar yg pertamina
44,6/28/2022 22:53,andrie_gun,Bidji lah ini pertamina. Dah uninstall Linkaja 😮‍💨,netral,bidji pertamina dah uninstall linkaja
45,6/28/2022 22:52,Askrlfess,[askrl] Skrng ngisi bensin kudu pke app pertamina kh? Itu nnti sistimnya kaya gmna deh? Mana nih hp udahan gamuat kapasitas lg wkwk,positif,askrl skrng ngisi bensin kudu pke app pertamina kh nnti sistimnya kaya gmna deh nih hp udahan gamuat kapasitas lg wkwk
46,6/28/2022 22:51,Satya7ogja3_,RT @iina_surbakti: Pertamina EP Bor Empat Sumur di Papua Barat @jokowi https://t.co/93YKy0lh0D,netral,pertamina ep bor sumur papua barat
47,6/28/2022 22:51,salsaaii,"Pertamina akan segera memperketat pembelian Pertalite dan solar.  Pembelian BBM harus menggunakan MyPertamina mulai 1 Juli 2022. Oleh karena itu, sebelum itu masyarakat harus melakukan registrasi di aplikasi tersebut.  Baca Selengkapnya di: https://t.co/fZXIwbj5fs",netral,pertamina ketat beli pertalite solar beli bbm mypertamina juli masyarakat registrasi aplikasi baca lengkap
48,6/28/2022 22:51,stupiddenough,"RT @AqmalAlex: Pacaran bertahun tahun engga menjamin, kalian bakal duduk di kursi Pertamina!!",positif,pacar tahun engga jamin duduk kursi pertamina
49,6/28/2022 22:51,karyawantree,RT @karyawantree: Konsekwensi bagi para investor SPBU yang menanamkan modalnya di SPBU Pertamina.. kebakaran SPBU gara-gara cari untung @er…,netral,konsekwensi investor spbu tanam modal spbu pertamina bakar spbu gara gara cari untung
50,6/28/2022 22:51,karyawantree,Konsekwensi bagi para investor SPBU yang menanamkan modalnya di SPBU Pertamina.. kebakaran SPBU gara-gara cari untung @erickthohir bareng @PertaminaREC https://t.co/pD6Ja7fO7W,netral,konsekwensi investor spbu tanam modal spbu pertamina bakar spbu gara gara cari untung bareng
51,6/28/2022 22:49,Nabilmuhamad_,lagi nunggu berita spbu meledak dikarenakan membuka aplikasi my pertamina😂,negatif,nunggu berita spbu ledak buka aplikasi my pertamina
52,6/28/2022 22:49,Rahhmani,@msaid_didu @pertamina Aplikasi jadi laris manis,positif,aplikasi laris manis
53,6/28/2022 22:48,hinumaaa,@bachrum_achmadi justru saat ini pemerintahan mulai memperbaiki hierarki di BUMN dengan salah satunya menempatkan pak Erick sebagai menteri bumn dan pak Ahok sebagai Komisaris Utama PT. Pertamina.,netral,perintah baik hierarki bumn salah satu tempat erick menteri bumn ahok komisaris utama pt pertamina
54,6/28/2022 22:48,Rglrns,"@iPrettygirlzz gue abis dari pertamina, mau nyebrang nunggu angkutan lewat dulu, malah dia berhenti depan gue 😔",netral,gue abis pertamina nyebrang nunggu angkut henti gue
55,6/28/2022 22:48,m_onohJ,"@522o7 @tukangngopihits @pertamina @erickthohir Coba dilihat dengan jeli lagi, itu selang buat ngisi ada 2 tapi yang dibuka cuma 1 dengan dalih agar mau pindah ke pertamax. Padahal gak sembarangan kendaraan boleh dicampur 2 bahan bakar sekaligus, dan kalo mau ganti pun harus kuras abis karena berpengaruh pada pembakaran mesin.",negatif,coba jeli selang ngisi buka dalih pindah pertamax gak sembarang kendara campur bahan bakar kalo ganti kuras abis pengaruh bakar mesin
56,6/28/2022 22:48,AlfridaOctviani,"Udahlah mana dr kantor reimburse by BBM susah, dari pertamina nya jg nambah nyusahin. Selain minta nota print out, bertambah lg tugas ku tiap isi bbm, buka hp nunjukin aplikasi https://t.co/Efl1ZjMxK0",negatif,udahlah dr kantor reimburse by bbm susah pertamina nya jg nambah nyusahin nota print out tambah lg tugas ku isi bbm buka hp nunjukin aplikasi
57,6/28/2022 22:48,MulkisPohan,@B_dzoel @pertamina @DPR_RI Dilarang pipis dpn petugas 🤣🤣,netral,larang pipis dpn tugas
58,6/28/2022 22:47,yoeandha01,Udah nge-gas kayak gini malu gak sih kalo tau ternyata penggunaan Aplikadi my pertamina pada 1 juli itu baru tahap uji coba di 5 provinsi dan kota2 tertentu setiap provinsi?  Banyak2 baca dulu baru injek gas dalam2... https://t.co/i9h266l6Tz,negatif,udah nge gas kayak gin malu gak sih kalo tau guna aplikadi my pertamina juli tahap uji coba provinsi kota provinsi baca injek gas
59,6/28/2022 22:47,IRK1945,"@small_MOFO @pertamina @basuki_btp Ini ada satu pertanyaan yang cukup bagus sekali,adakah yang bisa bantu menjawab pertanyaan ini👇 ? https://t.co/BinSsStHmD",positif,bagus ada bantu
60,6/28/2022 22:46,Adv_ERAT,@pertamina  CC: Bapak @basuki_btp @jokowi https://t.co/Wyk4JlIVFZ,netral,cc
61,6/28/2022 22:46,broanto,"Nuwun sewu pak @jokowi &amp; @pertamina apakah tidak berbahaya menyalakan hp dekat spbu, klw terjadi kebakaran giman?, terlalu bnyk resiko nya pak, &amp; tidak semua driver ojol mempunyai cukup saldo untuk top up Link nya, mohon di tinjau kembali kebijakan nya 🙏. https://t.co/a8qYvpFBcN",negatif,nuwun sewu amp bahaya nyala hp spbu klw bakar gim bnyk resiko nya amp driver ojol saldo top up link nya mohon tinjau bijak nya
62,6/28/2022 22:46,sonipratama13,@regyM2R @CNNIndonesia trus nasib pedagang eceran cara belinya gimana..trus yg rumahnya jauh dipelosok dan jauh dari pertamina gimana..? ruwet..,negatif,trus nasib dagang ecer beli gimana trus yg rumah pelosok pertamina gimana ruwet
63,6/28/2022 22:45,sydesih,@komikpinggiran @pertamina Gak meledak kok kalo yang dibuka aplikasi mypertamina 🙃🙃,negatif,gak ledak kalo buka aplikasi mypertamina
64,6/28/2022 22:45,Nurhadiismail13,"@mardigu024 Itu pendaftaran lewat hp my Pertamina,setelah daftar apa jenis kendaraannya pekerjaannya apa,kalau lulus baru dapat kartu,sebab minyak subsidi banyak di salah gunakan,terutama bagi orang yang mampu yang berpenghasilan tinggi atau orang kaya.makanya nilai dulu tujuannya.",positif,daftar hp my pertamina daftar jenis kendara kerja lulus kartu minyak subsidi salah orang hasil orang kaya nilai tuju
65,6/28/2022 22:45,hijau1409,@Hasbil_Lbs @pertamina @DPR_RI hahaha iya baru ngeuh...,netral,hahaha iya ngeuh
66,6/28/2022 22:45,AbuAyma37315253,"@msaid_didu @Gojekmilitan @pertamina Beli BBM, mesti pakai aplikasi, beli minyak goreng, mesti pakai peduli lindungi, kupikir-pikir, rakyat Indonesia pribumi, serasa sudah jadi tamu di negeri sendiri.",negatif,beli bbm mesti pakai aplikasi beli minyak goreng mesti pakai peduli lindung pikir pikir rakyat indonesia pribumi serasa tamu negeri
67,6/28/2022 22:44,septiadwieky,RT @wibustres: Drpd instal my pertamina apa g lebih baik meratakan jangkauan internet dlu👀,positif,drpd instal my pertamina rata jangkau internet dlu
68,6/28/2022 22:44,komikpinggiran,aku jadi bingung 😪 kalau aktifin hape trus spbu-nya meledsk gimana dong 😭😭 @pertamina https://t.co/vOqHml75EX,negatif,bingung aktifin hape trus spbu nya meledsk gimana
69,6/28/2022 22:44,d_rempuz,"Klo pke aplikasi harus dipermudah,, Misalnya , masyarakat bisa pesen via apk, pertamina sediakan kurir dan pembayaran bisa COD,,😁 https://t.co/rtLgE4iNtv",netral,klo pke aplikasi mudah masyarakat sen via apk pertamina sedia kurir bayar cod
70,6/28/2022 22:44,AhmadSyafii_7,Kalau mau isi bensin di Pertamina kenapa ya antrinya panjang banget. Jadi inget waktu bensin langka dan solar (khususnya di luar P. Jawa).,netral,isi bensin pertamina ya antri banget inget bensin langka solar jawa
71,6/28/2022 22:43,suharwan_iwan,@pertamina135 pertamina saya punya tqmbal ban motor saya kesusahan membeli solar udah bawa surat dari desa tidak di kasih,negatif,pertamina tqmbal ban motor susah beli solar udah bawa surat desa kasih
72,6/28/2022 22:42,hiatusaja,"atau minimal pake sandal aja udah syukur"" tuh. ini segala kalo gapake sepatu kena tilang, gabisa gitu dong. belom lagi beli bbm haru pake app my pertamina, mau buduh diri apa gimana. udab tau aturan di spbu gaboleh mainan hp, ngerokok, pokoknya itu bikin bahaya...",netral,minimal pake sandal aja udah syukur tuh kalo gapake sepatu kena tilang gabisa gitu bom beli bbm haru pake app my pertamina buduh gimana udab tau atur spbu gaboleh main hp ngerokok pokok bikin bahaya
73,6/28/2022 22:42,ghoendexs,Lucu @pertamina  @DPR_RI https://t.co/KpYlc40xY7,netral,lucu
74,6/28/2022 22:42,merseybois_,ciri2 perusahaan mau bangkrut itu bikin kebijakan yg aneh.  contoh: pertamina.,netral,ciri usaha bangkrut bikin bijak yg aneh contoh pertamina
75,6/28/2022 22:42,detikcom,Berikut ini daftar harga Pertalite dan Pertamax hari ini di seluruh SPBU Pertamina se-Indonesia.  https://t.co/1p6zBTDmZZ,positif,daftar harga pertalite pertamax spbu pertamina indonesia
76,6/28/2022 22:42,detikfinance,Berikut ini daftar harga Pertalite dan Pertamax hari ini di seluruh SPBU Pertamina se-Indonesia.  https://t.co/bKSUUKpAEA,positif,daftar harga pertalite pertamax spbu pertamina indonesia
77,6/28/2022 22:41,perihw,"Jgn terlalu heboh ygy, karena Beli BBM Via MyPertamina. Saat ini Pertamina tengah bersiap jalankan Uji coba Penyaluran BBM bersubsidi tepat sasaran. Dan lewat aplikasi menjadi acuan dalam melindungi masyarakat yg berhak menikmati BBM bersubsidi guys. Jadi bisa dipahami ya 👍🏻👍🏻 https://t.co/UNhZLciHF4",positif,jgn heboh ygy beli bbm via mypertamina pertamina jalan uji coba salur bbm subsidi sasar aplikasi acu lindung masyarakat yg hak nikmat bbm subsidi guys paham ya
78,6/28/2022 22:41,IRK1945,"@small_MOFO Gak ada yang perlu dimaafkan kak ,  Sudah selayaknya anda berkata kasar Hallo mypertamina apakabar ?  Semoga tetap sehat dan kuat sarapan cacian dan makian setiap hari  @pertamina  @basuki_btp",negatif,gak maaf kak layak kasar hallo mypertamina apakabar moga sehat kuat sarap caci maki
79,6/28/2022 22:41,B_dzoel,@ZPembayun @pertamina @DPR_RI Nah ituh 🤭,netral,ituh
80,6/28/2022 22:41,ZPembayun,@B_dzoel @pertamina @DPR_RI Dari Otak bodoh keluar lah aturan bodoh😁,negatif,otak bodoh atur bodoh
81,6/28/2022 22:41,idinkdonk,"no, rutin tiap ngisi bensin pake my pertamina https://t.co/B8lPAK2cIV",netral,no rutin ngisi bensin pake my pertamina
82,6/28/2022 22:41,qm4n76,RT @davidsmd16: @msaid_didu @pertamina Bayar harus paka link beli 100 ribu + biaya link 3000 setiap mobil klai setiap 1 juta mobil x 3000 m…,netral,bayar paka link beli ribu biaya link mobil klai juta mobil
83,6/28/2022 22:40,hiatusaja,"perturan berkendara harus pake sepatu aja udah aneh menurutku, ini lagi beli bbm harus pake app my pertamina. ini gimana siih, pada mikir gasih masih banyak yang berkekurangan. misal bapak""/ibu"" yg mau ke sawah harus banget gitu pake sepatu, yang biasanya nyeker doang....",positif,tur kendara pake sepatu aja udah aneh turut beli bbm pake app my pertamina gimana siih mikir gasih rang yg sawah banget gitu pake sepatu nyeker doang
84,6/28/2022 22:40,pvrivasi,"Saat inikan Pertamina bersiap jalankan uji coba Penyaluran BBM bersubsidi tepat sasaran, dan masyarakat yg berhak bisa mendaftar guys.  Ini maksudnya agar sesuai penyaluran guys,,jadi ga ada lagi tuh yg bermobil mewah dapat subsidi. Lebih adil bukan 😉 https://t.co/5IKuh2Uudz",positif,ini pertamina jalan uji coba salur bbm subsidi sasar masyarakat yg hak daftar guys maksud sesuai salur guys ga tuh yg mobil mewah subsidi adil
85,6/28/2022 22:40,PutraJu57477216,@PengamatEkonom Stok BBM Pertamina pada saat ini masih dalam kondisi yang baik.,positif,stok bbm pertamina kondisi
86,6/28/2022 22:40,DoddyAchMaD_,RT @JordannyAretas: Terus untuk apa gunanya larangan ini kalau skrg isi BBM aja harus buka aplikasi di HP.  Terus bagaimana dengan daerah y…,negatif,guna larang skrg isi bbm aja buka aplikasi hp daerah
87,6/28/2022 22:39,krysdtale,"@VICTSONG87 OALAAHHHHHH. UNNIE KALO MAU NGAJAK AKU MAKAN JANGAN BAWA BAWA KARUNG. 😾 aku mau dandan dulu buat masuk karung, biar cantip!!! wkwkwkkwkw kita yg ketuaan unnie, udah gapapa yg penting tetap ramah tamah kayak petugas pertamina! aku nda gemesinnn. aku cewek misterius",positif,oalaahhhhhh unnie kalo ngajak makan bawa bawa karung dandan masuk karung biar cantip wkwkwkkwkw yg ketua unnie udah gapapa yg ramah tamah kayak tugas pertamina nda gemesinnn cewek misterius
88,6/28/2022 22:39,AlfatihRig,"@KRMTRoySuryo2 Teori Fire Triangle sdh tdk berlaku di PERTAMINA, pada hal ini adalah basic knowledge Dari pelaksanaan Basic Safety Training yg dilaksanakan di PERTAMINA Maritime Center.",netral,teori fire triangle sdh tdk laku pertamina basic knowledge laksana basic safety training yg laksana pertamina maritime center
89,6/28/2022 22:39,kimputzel,"[29/6 09.18] EduStaff Univ.Pertamina: semangatt yaa semoga lulus yaa nanti aku gabutuh kata semangat,butuhku kata selamat",positif,edustaff univ pertamina semangatt yaa moga lulus yaa gabutuh semangat butuh selamat
90,6/28/2022 22:39,Uwu27120550,@MeePrince3 @awkarim_ @small_MOFO Dijakarta udah ada beberapa pom yang tipe self service pakai my Pertamina.,netral,dijakarta udah pom tipe self service pakai my pertamina
91,6/28/2022 22:38,JackMusi,"@CNNIndonesia Kebijakan yang bikin susah orang, padahal kita mau beli kebutuhan pokok. Beli Pertalite Pertalite harus pakai My Pertamina, mau beli Minyak Goreng harus pakai NIK &amp; Peduli Lindungi. Apakah pemerintah skrg ini mempersulit hidup rakyat nya",negatif,bijak bikin susah orang beli butuh pokok beli pertalite pertalite pakai my pertamina beli minyak goreng pakai nik amp peduli lindung perintah skrg sulit hidup rakyat nya
92,6/28/2022 22:38,pvrivasi,"Duh netizen kenapa heboh nih, Padahal dgn Aplikasi MyPertamina dapat memberikan penyaluran BBM Subsidi tepat sasaran loh, dan lewat website juga Pertamina lakukan pendataan pengguna. https://t.co/PW2StjlsoW",positif,duh netizen heboh nih dgn aplikasi mypertamina salur bbm subsidi sasar loh website pertamina laku data guna
93,6/28/2022 22:38,B_dzoel,@ZPembayun @pertamina @DPR_RI Nyang bikin aturan otaknyah lebih bikin bingung 🤭,negatif,nyang bikin atur otaknyah bikin bingung
94,6/28/2022 22:37,gft888,"@bachrum_achmadi Di jual harga pasar lo demo, pertamina rugi demi subsidi lo ribut.. Mau lo apa sih?? 😈😈😈",netral,jual harga pasar lo demo pertamina rugi subsidi lo ribut lo sih
95,6/28/2022 22:37,melinda71717,@mardigu024 @pertamina  sakit jiwa ... lembaganya .. ya enggaklah .. tpi yg ngurusnya .. !!  Org untung dia rugi .... gila khan .. !!,negatif,sakit jiwa lembaga ya enggak tpi yg ngurusnya org untung rugi gila khan
96,6/28/2022 22:37,Trias0405,@pertamina https://t.co/n04ynbQY1s,netral,
