,pubdate,author,title,label,Teksbersih
34,6/30/2022 22:06,rizkywn,"Catat! 11 Wilayah Ini Termasuk dalam Pembatasan BBM Pertalite dan Solar, Harus Daftar Dulu di MyPertamina  https://t.co/RZAk7CS5fq #mypertamina #pertamina #pertalite #Solar",netral,catat wilayah batas bbm pertalite solar daftar mypertamina mypertamina pertamina pertalite solar
35,6/30/2022 22:05,MantrieCom,"#iPad #Apple #Dieng #viral #MyPertamina #Tokopedia #Kompas Coba cek ini, deh: ""Apple iPad 9 / 9th Generation 2021 10.2 Inch 64GB 256GB Wifi Only - 64GB, Space Gray"" Rp4.950.000 di toko Apple Flash Sale Tokopedia. Bisa bebas ongkir, lho. https://t.co/Sh7Evy5Mpy https://t.co/Ryi71iPiR6",positif,ipad apple dieng viral mypertamina tokopedia kompas coba cek deh apple ipad th generation inch gb gb wifi only gb space gray rp toko apple flash sale tokopedia bebas ongkir lho
36,6/30/2022 22:05,faizal7295,nyuwun minyak murah kalih mister putin pak wkwk ben mboten usah ngangge MyPertamina gaje😂😂 https://t.co/zuIK2GQ1BI,netral,nyuwun minyak murah kalih mister putin wkwk ben mboten ngangge mypertamina gaje
37,6/30/2022 22:05,AbdeeProklamasi,Donlot dan Kasih Bintang Satu pada Apk MyPertamina!. Setelah itu Hapus!. 💪,netral,donlot kasih bintang apk mypertamina hapus
38,6/30/2022 22:03,BeritalinkNews,"Hari Ini Sudah Dibuka, Begini Cara Daftar MyPertamina buat Beli Pertalite https://t.co/DoPo1t4hTJ",negatif,buka daftar mypertamina beli pertalite
39,6/30/2022 22:03,catwuf,"pagi"" sdh mendengar omelan mamah ngomel ke pemerintah gara"" mypertamina wkekekekekkekekek",negatif,pagi sdh dengar omel mamah ngomel perintah gara mypertamina wkekekekekkekekek
40,6/30/2022 22:03,edogawa_jun,Karywn SPBU : Pertalite atau Pertamax pa Konsumen : Pertalite Karywn SPBU : Silahkan buka aplikasi MyPertamina Konsumen : Siap  Duuuaaarrrrr 😂🤣 https://t.co/vGw5xqlgJB,positif,karywn spbu pertalite pertamax pa konsumen pertalite karywn spbu silah buka aplikasi mypertamina konsumen duuuaaarrrrr
41,6/30/2022 22:03,Vikana_dee,"RT @tamerlane9470: Kalian yg menentang MyPertamina, harusnya menentang PeduliLindungi juga",negatif,yg tentang mypertamina tentang pedulilindungi
42,6/30/2022 22:03,antilamtur,"RT @lyan_4b: Pertamina : beli pertalite wajib pake aplikasi My Pertamina  Penjual eceran : Beli kesini aja bg, simpel... biar aku aja yg ri…",netral,pertamina beli pertalite wajib pake aplikasi my pertamina jual ecer beli kesini aja bg simpel biar aja yg ri
43,6/30/2022 22:03,antilamtur,"RT @Muhammad_Saewad: Mau beli minyak goreng, harus pakai aplikasi ""peduli lindungi*.  Mau beli BBM harus pakai aplikasi ""MyPertamina"".  Ini…",negatif,beli minyak goreng pakai aplikasi peduli lindung beli bbm pakai aplikasi mypertamina
44,6/30/2022 22:03,iina_surbakti,Pendaftaran BBM Subsidi via MyPertamina Khusus untuk Mobil https://t.co/NVY2Z5INAl,positif,daftar bbm subsidi via mypertamina khusus mobil
45,6/30/2022 22:03,edwardus4,@CNNIndonesia apa benar pertamax nomor 2 termurah tetapi kenapa pertalite harus pake app mypertamina dan jika nanti banyak yang gak bisa pake pertalite pasti beli pertamax sehingga akhirnya pertalite hilang.,positif,pertamax nomor murah pertalite pake app mypertamina gak pake pertalite beli pertamax pertalite hilang
46,6/30/2022 22:03,NordinaryBoi,"Karena  1. Loading pertama lemotnga naudzubillah 2. Moda pembayarannya ga cuma linkaja, install MyPertamina otomatis install Linkaja juga. Efisiensi memori menurun sama memakan waktu 3. UI/UX nya kurang banget, buat lah semenarik mungkin, se mudah mungkin buat digunakan",negatif,loading lemotnga naudzubillah moda bayar ga linkaja install mypertamina otomatis install linkaja efisiensi memori turun makan ui ux nya banget tarik mudah
47,6/30/2022 22:02,ozaanmee,mypertamina jadinya buat kendaraan roda 4 doang toh,netral,mypertamina kendara roda doang
48,6/30/2022 22:02,pendekar58,"RT @detikcom: Kota Bandung jadi salah satu daerah yang wajib membeli BBM Subsidi pakai aplikasi MyPertamina. Imbas kebijakan itu, warga Ban…",netral,kota bandung salah daerah wajib beli bbm subsidi pakai aplikasi mypertamina imbas bijak warga ban
49,6/30/2022 22:02,AsmarAyung,"@infobdg Semoga MyPertamina error terus biar take down, nggak nyusahin orang. Aamiin...",netral,moga mypertamina error biar take down nggak nyusahin orang aamiin
50,6/30/2022 22:02,asgharsaleh,"Antrian panjang gegara MyPertamina. Meski Ternate tidak masuk kota ujicoba,  kebanyakan warga menolak terutama supir angkot. ""kita sudah kalah saing dgn grab,  ini beli bbm pake hp yang ada aplikasi, beli pulsa lagi, negara kok hoby bikin warganya susah"", kata supir angkot https://t.co/zXyBm8zOFb",negatif,antri gegara mypertamina ternate masuk kota ujicoba banyak warga tolak supir angkot kalah saing dgn grab beli bbm pake hp aplikasi beli pulsa negara hoby bikin warga susah supir angkot
51,6/30/2022 22:02,AbdeeProklamasi,RT @AbdeeProklamasi: @CNNIndonesia MyPertamina (LinkAja) = merampok dan menyusahkan!.,negatif,mypertamina linkaja rampok susah
52,6/30/2022 22:02,Nurulfa97046923,"Ini 3 alasan kenapa masyarakat harus menggunakan MyPertamina, simak baik-baik ya guys 😊😊 https://t.co/vdzECan7A9",positif,alas masyarakat mypertamina simak ya guys
53,6/30/2022 22:02,SiTampa20141743,MyPertamina,netral,mypertamina
54,6/30/2022 22:01,detikcom,Sebagian warga Kota Tasikmalaya memilih membeli BBM di SPBU daerah tetangga pada hari pertama uji coba beli BBM pakai MyPertamina.  Via @detik_jabar https://t.co/OLcB9K1PGY,netral,warga kota tasikmalaya pilih beli bbm spbu daerah tetangga uji coba beli bbm pakai mypertamina via
55,6/30/2022 22:01,iina_surbakti,Pemakaian Aplikasi MyPertamina Agar BBM Bersubsidi Tepat Sasaran @jokowi https://t.co/wh2X2aJ1tC,positif,pakai aplikasi mypertamina bbm subsidi sasar
56,6/30/2022 22:01,emillowes05,Sesatisfy itu membaca ulasan aplikasi Mypertamina haha https://t.co/lXaKJp4gXD,netral,sesatisfy baca ulas aplikasi mypertamina haha
57,6/30/2022 22:00,gadulumager,"Jadi gimana nih yang ngantri pake aplikasi mypertamina, yang layarnya pecah pecah kebaca ga di kamera petugas spbu nya?",negatif,gimana nih ngantri pake aplikasi mypertamina layar pecah pecah baca ga kamera tugas spbu nya
58,6/30/2022 22:00,WasQtoAdhi,"@pertamina @MyPertaminaID waktu penghapusan premium taxi bluebird plat kuning di berikan subsidi sedangkan taxi online plat hitam tidak dapat, apakah sekarang apk mypertamina begitu lagi..? @jokowi bagaimana ini pak..",negatif,hapus premium ta bluebird plat kuning subsidi ta online plat hitam apk mypertamina
59,6/30/2022 22:00,Ryondsasu,RT @merapi_uncover: Per 1 Juli 2022  Sudah tahu belum mana saja daerah yang wajib pakai aplikasi MyPertamina buat beli Pertalite dan Solar…,netral,juli daerah wajib pakai aplikasi mypertamina beli pertalite solar
60,6/30/2022 21:59,ahmad_widiyanto,"RT @BBCIndonesia: Penerapan aplikasi MyPertamina demi mengontrol penyaluran BBM bersubsidi dinilai pengamat energi sebagai ""kebijakan yang…",positif,terap aplikasi mypertamina kontrol salur bbm subsidi nilai amat energi bijak
61,6/30/2022 21:59,SatuhatiCoffee,RT @papa_loren: Akan selamanya jd MISTERI?  MyPertamina  https://t.co/pY7vAc9k4t,negatif,jd misteri mypertamina
62,6/30/2022 21:59,tribunkaltim,"Soal Beli Pertalite di MyPertamina, Achmad Nur Hidayat Sebut Keputusan oleh Pemerintah Tidak Matang #KarniIlyas #pertalite  #MyPertamina   https://t.co/wJB0UoTBu5 lewat @tribunkaltim",netral,beli pertalite mypertamina achmad nur hidayat putus perintah matang karniilyas pertalite mypertamina
63,6/30/2022 21:59,BayuSoetomo,"RT @pertamina: Beli Pertalite dan Solar harus pake MyPertamina? Eits jangan salah baca. Yuk, cek dulu fakta lengkapnya!  Komitmen Pertamina…",netral,beli pertalite solar pake mypertamina eits salah baca yuk cek fakta lengkap komitmen pertamina
64,6/30/2022 21:58,BangGodham,RT @ay_ntie: Adakah yg sdh pakai aplikasi Mypertamina..🤔 Tadi sempat baca dari orang yg sdh pasang aplikasi tsb.  Yg katanya aplikasi tsb t…,netral,ada yg sdh pakai aplikasi mypertamina baca orang yg sdh pasang aplikasi tsb yg aplikasi tsb
65,6/30/2022 21:58,kalimaya_malang,"PT Pertamina (Persero) Tbk mengatakan, proses pembelian bahan bakar minyak (BBM) subsidi jenis Pertalite maupun Solar masih seperti biasa. Meskipun per 1 Juli 2022 ini, pendaftaran di situs MyPertamina sudah dibuka #MBKBFM  Selengkapnya: https://t.co/yKP0XhBdEj",netral,pt pertamina persero tbk proses beli bahan bakar minyak bbm subsidi jenis pertalite solar juli daftar situs mypertamina buka mbkbfm lengkap
66,6/30/2022 21:58,minosyahmadi,"RT @KompasTV: Uji Coba Hari Ini, Warganet Keluhkan Aplikasi MyPertamina Error, Tidak Bisa Kirim Kode OTP https://t.co/kreUUE0ZDa https://t.…",negatif,uji coba warganet keluh aplikasi mypertamina error kirim kode otp
67,6/30/2022 21:58,Kabar_sigercom,Pertamina Tegaskan Aplikasi MyPertamina Belum Diterapkan Untuk Beli Elpiji 3 kg https://t.co/fu7We2eVva #BandarLampung #Sumatra,netral,pertamina tegas aplikasi mypertamina terap beli elpiji kg bandarlampung sumatra
68,6/30/2022 21:58,TimesHms,Pembelian Elpiji 3 Kg Tanpa Syarat Aplikasi MyPertamina https://t.co/YfKXMZ832D,negatif,beli elpiji kg syarat aplikasi mypertamina
69,6/30/2022 21:58,cnbcindonesia,"Awas! Bermunculan MyPertamina Abal-abal, Bisa Curi Data? https://t.co/FL40NYFuyY",negatif,awas muncul mypertamina abal abal curi data
70,6/30/2022 21:57,asyilasa,Gimana sobat pertalite? Udah bisa ngisi bensin pake MyPertamina? 🤣,netral,gimana sobat pertalite udah ngisi bensin pake mypertamina
71,6/30/2022 21:57,richrendy_,Rating Mypertamina baru2 ini @MyPertaminaID yg sabar yah. Petralite #pertamina https://t.co/sBWRih4mC4,netral,rating mypertamina yg sabar yah petralite pertamina
72,6/30/2022 21:57,AdaraPratiwi,RT @energitodayID: Cek fakta pembelian BBM wajib dengan aplikasi MyPertamina. @pertamina @KemenBUMN #Pertamina #EnergyToday #EnergyTodayID…,netral,cek fakta beli bbm wajib aplikasi mypertamina pertamina energytoday energytodayid
73,6/30/2022 21:57,AdaraPratiwi,RT @energitodayID: Begini jawaban pertamina kenapa harus memakai aplikasi MyPertamina. @pertamina @KemenBUMN #Pertamina #EnergyToday #Energ…,netral,pertamina pakai aplikasi mypertamina pertamina energytoday energ
74,6/30/2022 21:57,AdaraPratiwi,RT @energitodayID: Ini jawabannya kenapa beli pertalite dan solar harus daftar di website MyPertamina. @pertamina @KemenBUMN #Pertamina #En…,netral,jawab beli pertalite solar daftar website mypertamina pertamina en
75,6/30/2022 21:57,koranjakarta_id,"Uji coba penggunaan aplikasi MyPertamina ini dilakukan oleh konsumen pemilik kendaraan roda empat dan tidak berlaku untuk kendaraan roda dua, alias motor.  #koranjakarta #infografis #BBM #aplikasi #indonesia  https://t.co/vbgEJAk20K",negatif,uji coba guna aplikasi mypertamina konsumen milik kendara roda laku kendara roda alias motor koranjakarta infografis bbm aplikasi indonesia
76,6/30/2022 21:57,AdaraPratiwi,RT @energitodayID: Yuk pahami! Ini tiga alasan kenapa harus pakai MyPertamina untuk beli solar subsidi dan pertalite. @pertamina @KemenBUMN…,netral,yuk paham alas pakai mypertamina beli solar subsidi pertalite
77,6/30/2022 21:57,AdaraPratiwi,RT @energitodayID: Ayok mulai unduh dan daftarkan diri di MyPertamina untuk pembelian BBM per tanggal 1 Juli 2022. @pertamina @KemenBUMN #P…,netral,ayok unduh daftar mypertamina beli bbm tanggal juli
78,6/30/2022 21:57,AdaraPratiwi,RT @energitodayID: Ini tujuannya kenapa pembelian BBM wajib pakai MyPertamina. @pertamina @KemenBUMN #Pertamina #EnergyToday #EnergyTodayID…,netral,tuju beli bbm wajib pakai mypertamina pertamina energytoday energytodayid
79,6/30/2022 21:56,AdaraPratiwi,"RT @energitodayID: Bagi yang tidak bisa akses apps MyPertamina, Pertamina siapkan booth offline. @pertamina @KemenBUMN #Pertamina #EnergyTo…",negatif,akses apps mypertamina pertamina siap booth offline pertamina energyto
80,6/30/2022 21:56,tempodotco,Berikut ini daftar kendaraan yang boleh membeli solar subsidi di MyPertamina.  #TempoBisnis https://t.co/teM1Qu5oJp,positif,daftar kendara beli solar subsidi mypertamina tempobisnis
81,6/30/2022 21:56,aldypra06,KACAU mypertamina https://t.co/yVhd3jwTdj,negatif,kacau mypertamina
82,6/30/2022 21:56,Ranisor,@TaniaRozi @Anggita_lung MyPertamina Agar masyarakat tidak rumit bila  ingin mendapatkan BBM bersubdisi,netral,mypertamina masyarakat rumit bbm bersubdisi
83,6/30/2022 21:56,affanmauIana,"Beli pertalite pake mypertamina, bayarnya make link aja. Hp dengan 32gb internal memory lama2 teriak-teriak ini HAHAHA",netral,beli pertalite pake mypertamina bayar make link aja hp gb internal memory teriak teriak hahaha
84,6/30/2022 21:56,okezonenews,Pendaftaran BBM Subsidi Lewat Website MyPertamina untuk Lindungi Hak Subsidi Energi Masyarakat Rentan #LengkapCepatBeritanya #BeritaTerkini  . https://t.co/GEPm6k54QW,positif,daftar bbm subsidi website mypertamina lindung hak subsidi energi masyarakat rentan lengkapcepatberitanya beritaterkini
85,6/30/2022 21:56,fai_bigheart,"Rating app #mypertamina cuma bintang satu di play store, sepertinya kebijakan google klu app yg mengundang kontroversi akan di block, bgm nasibnya app ini nantinya ya, &amp; bgm dgn app #pedulilindungi, akankah bernasib sama ? https://t.co/jjAhDsgANY",netral,rating app mypertamina bintang play store bijak google klu app yg undang kontroversi block bgm nasib app ya amp bgm dgn app pedulilindungi nasib
86,6/30/2022 21:56,kompascom,Uji coba pembelian BBM Subsidi pakai MyPertamina berlaku mulai hari ini. Simak jenis kendaraan dan darfar daerah penerapannya. https://t.co/9NxuBozZY2,positif,uji coba beli bbm subsidi pakai mypertamina laku simak jenis kendara darfar daerah terap
87,6/30/2022 21:56,Veenone,RT @Hasbil_Lbs: https://t.co/AjczbELZoG  Aplikasi MyPertamina di Google Play Store dibanjiri review bintang satu akibat banyak pengguna yan…,netral,aplikasi mypertamina google play store banjir review bintang akibat guna yan
88,6/30/2022 21:55,cirtbuleleng,Beli BBM Harus Pakai Aplikasi MyPertamina https://t.co/allcK9Dm6Q,netral,beli bbm pakai aplikasi mypertamina
89,6/30/2022 21:55,donjasn,"RT @detikcom: Kota Bandung belum memberlakukan penggunaan aplikasi MyPertamina untuk pembelian BBM jenis Pertalite dan Solar pada hari ini,…",netral,kota bandung laku guna aplikasi mypertamina beli bbm jenis pertalite solar
90,6/30/2022 21:54,gerbongbagasi,"Kemarin orang² pada ribut beli Pertalite (RON 90) harus daftar di MyPertamina. Setelah baca syarat &amp; ketentuannya...  1. Pendaftaran hanya untuk roda empat 2. QR code bisa diprint untuk ditunjukkan di SPBU, jadi bisa tanpa handphone  https://t.co/d16i6bzjJw https://t.co/VobmI2woyp",negatif,kemarin orang ribut beli pertalite ron daftar mypertamina baca syarat amp tentu daftar roda qr code diprint spbu handphone
91,6/30/2022 21:54,detik_jabar,Sebagian warga Kota Tasikmalaya memilih membeli BBM di SPBU daerah tetangga pada hari pertama uji coba beli BBM pakai MyPertamina. https://t.co/R2n8uHnZNS,netral,warga kota tasikmalaya pilih beli bbm spbu daerah tetangga uji coba beli bbm pakai mypertamina
92,6/30/2022 21:54,Emat1191,"@AREAJULID 🫅 : bang beli gas 🤵: Daftar mypertamina dulu pak 🫅:Ebuset, tebang beli gas, kudu daftar, manaan gk ada oaket ini, buat download 🤵: Yaudeh pak, maaff gk bisa dijual ama org sembarangan.",negatif,bang beli gas daftar mypertamina ebuset tebang beli gas kudu daftar mana gk oaket download yaudeh maaff gk jual ama org sembarang
93,6/30/2022 21:53,D4N_Like19,"RT @PRFMnews: Berlaku Hari ini, Pendaftaran BBM Subsidi Lewat Website MyPertamina Hanya untuk Roda Empat https://t.co/YhS8PDxQPt",positif,laku daftar bbm subsidi website mypertamina roda
94,6/30/2022 21:53,LambeBocor2,"https://t.co/wS7IG1A32Q  Tak kiro saiki lurrr.... jebul ijek september, tapi yo mesakke juga pedagang cilik opo meneh sepuh . mbok menowo ada solusi buat hal ini cc : @Upil_Jaran2 @merapi_uncover @BerandaJogja @MyPertaminaID @jokowi @erickthohir #MyPertamina #Solar #Pertalite",netral,
95,6/30/2022 21:53,ilvmahs,lagian aneh banget yg ngusulin pake mypertamina?di pom kan gaboleh main hp??????,netral,aneh banget yg ngusulin pake mypertamina pom gaboleh main hp
96,6/30/2022 21:53,tribunbanten,"Begini Cara Beli BBM Pertalite dan Solar dengan Aplikasi MyPertamina, Berlaku Mulai 1 Juli 2022   https://t.co/2ByUPn0oNr via @tribunbanten",negatif,beli bbm pertalite solar aplikasi mypertamina laku juli via
97,6/30/2022 21:52,MantrieCom,"#Samsung #Ssd #Tokopedia #Komputer #Viral #Dieng #MyPertamina Coba cek ini, deh: ""Samsung SSD T7 Portable SSD External 500GB 1TB 2TB Garansi Resmi 3th - TItan Grey, 500GB"" Rp1.307.000 di toko Samsung Storage Official Tokopedia. Bisa bebas ongkir, lho. https://t.co/bfGVmzk2oZ https://t.co/AYJHXjvCfd",positif,samsung ssd tokopedia komputer viral dieng mypertamina coba cek deh samsung ssd portable ssd gb tb tb garansi resmi th titan grey gb rp toko samsung storage official tokopedia bebas ongkir lho
98,6/30/2022 21:52,iqbalrafauzii,@pertamina @MyPertaminaID Om @ridwanhr kan sering pake mypertamina ya di konten kontennya. 🙏 Mungkin bisa bantu edukiasi ke kita untuk pakai mypertamina caranya bagaimana.,negatif,om pake mypertamina ya konten konten bantu edukiasi pakai mypertamina
